0 , 0 , 1
0 , 85 , 1
0 , 209 , 1
1 , 221 , 1
1 , 1 , 1
2 , 19 , 1
2 , 12 , 1
2 , 82 , 1
2 , 2 , 1
2 , 117 , 1
2 , 175 , 1
2 , 68 , 1
3 , 55 , 1
3 , 149 , 1
3 , 196 , 1
3 , 74 , 1
3 , 123 , 1
3 , 51 , 1
3 , 145 , 1
3 , 92 , 1
3 , 3 , 1
3 , 170 , 1
4 , 204 , 1
4 , 89 , 1
4 , 29 , 1
4 , 148 , 1
4 , 238 , 1
4 , 98 , 1
4 , 132 , 1
4 , 4 , 1
5 , 236 , 1
5 , 65 , 1
5 , 10 , 1
5 , 5 , 1
5 , 111 , 1
5 , 48 , 1
6 , 28 , 1
6 , 232 , 1
7 , 205 , 1
7 , 60 , 1
7 , 66 , 1
7 , 123 , 1
7 , 7 , 1
7 , 169 , 1
7 , 204 , 1
8 , 118 , 1
8 , 134 , 1
8 , 133 , 1
8 , 8 , 1
8 , 198 , 1
8 , 188 , 1
8 , 250 , 1
8 , 179 , 1
8 , 57 , 1
9 , 9 , 1
9 , 44 , 1
9 , 58 , 1
10 , 116 , 1
10 , 74 , 1
10 , 10 , 1
10 , 61 , 1
10 , 204 , 1
10 , 175 , 1
10 , 18 , 1
10 , 5 , 1
10 , 68 , 1
10 , 79 , 1
10 , 205 , 1
11 , 94 , 1
11 , 40 , 1
11 , 11 , 1
11 , 129 , 1
11 , 199 , 1
12 , 117 , 1
12 , 82 , 1
12 , 175 , 1
12 , 68 , 1
12 , 2 , 1
12 , 12 , 1
13 , 227 , 1
13 , 13 , 1
13 , 146 , 1
13 , 204 , 1
13 , 87 , 1
14 , 91 , 1
14 , 14 , 1
14 , 130 , 1
15 , 247 , 1
15 , 15 , 1
15 , 31 , 1
15 , 38 , 1
15 , 44 , 1
16 , 167 , 1
16 , 47 , 1
16 , 16 , 1
16 , 45 , 1
16 , 124 , 1
17 , 28 , 1
17 , 55 , 1
17 , 17 , 1
17 , 121 , 1
17 , 186 , 1
17 , 3 , 1
17 , 172 , 1
17 , 27 , 1
17 , 150 , 1
17 , 170 , 1
18 , 46 , 1
18 , 155 , 1
18 , 44 , 1
18 , 69 , 1
18 , 211 , 1
18 , 170 , 1
18 , 90 , 1
18 , 10 , 1
18 , 204 , 1
18 , 178 , 1
18 , 76 , 1
18 , 133 , 1
18 , 39 , 1
18 , 100 , 1
18 , 175 , 1
18 , 222 , 1
18 , 216 , 1
18 , 189 , 1
18 , 185 , 1
18 , 127 , 1
18 , 208 , 1
18 , 65 , 1
18 , 95 , 1
18 , 148 , 1
18 , 6 , 1
18 , 19 , 1
18 , 24 , 1
18 , 40 , 1
18 , 250 , 1
18 , 5 , 1
18 , 2 , 1
18 , 171 , 1
18 , 68 , 1
18 , 18 , 1
18 , 102 , 1
18 , 79 , 1
18 , 161 , 1
19 , 18 , 1
19 , 19 , 1
19 , 208 , 1
19 , 46 , 1
19 , 189 , 1
20 , 49 , 1
20 , 20 , 1
20 , 186 , 1
20 , 46 , 1
20 , 28 , 1
20 , 110 , 1
20 , 6 , 1
20 , 232 , 1
20 , 106 , 1
20 , 170 , 1
21 , 21 , 1
21 , 19 , 1
21 , 70 , 1
22 , 22 , 1
22 , 185 , 1
22 , 166 , 1
22 , 26 , 1
23 , 227 , 1
23 , 23 , 1
23 , 204 , 1
23 , 146 , 1
23 , 87 , 1
23 , 13 , 1
24 , 234 , 1
24 , 31 , 1
24 , 18 , 1
24 , 38 , 1
24 , 113 , 1
24 , 69 , 1
24 , 24 , 1
24 , 161 , 1
24 , 183 , 1
24 , 228 , 1
24 , 116 , 1
24 , 167 , 1
24 , 168 , 1
25 , 231 , 1
25 , 25 , 1
