source, target, weight
118 , 109 , 1
118 , 127 , 1
118 , 44 , 1
118 , 185 , 1
118 , 156 , 1
118 , 104 , 1
118 , 92 , 1
118 , 9 , 1
118 , 78 , 1
118 , 28 , 1
119 , 119 , 1
119 , 145 , 1
119 , 92 , 1
120 , 181 , 1
120 , 189 , 1
120 , 153 , 1
120 , 203 , 1
120 , 37 , 1
120 , 165 , 1
120 , 30 , 1
120 , 143 , 1
120 , 51 , 1
120 , 60 , 1
120 , 66 , 1
120 , 120 , 1
121 , 115 , 1
121 , 121 , 1
121 , 171 , 1
122 , 101 , 1
122 , 146 , 1
122 , 15 , 1
123 , 111 , 1
123 , 42 , 1
123 , 65 , 1
123 , 49 , 1
123 , 171 , 1
123 , 109 , 1
123 , 178 , 1
123 , 41 , 1
123 , 104 , 1
123 , 100 , 1
123 , 199 , 1
123 , 92 , 1
123 , 55 , 1
123 , 26 , 1
123 , 9 , 1
123 , 18 , 1
123 , 52 , 1
123 , 141 , 1
123 , 86 , 1
123 , 185 , 1
123 , 44 , 1
123 , 59 , 1
123 , 123 , 1
123 , 129 , 1
123 , 143 , 1
123 , 142 , 1
123 , 139 , 1
123 , 99 , 1
123 , 22 , 1
123 , 164 , 1
123 , 218 , 1
123 , 114 , 1
123 , 28 , 1
123 , 78 , 1
123 , 2 , 1
123 , 217 , 1
123 , 77 , 1
123 , 58 , 1
123 , 172 , 1
123 , 214 , 1
123 , 10 , 1
123 , 202 , 1
123 , 169 , 1
123 , 136 , 1
123 , 127 , 1
123 , 107 , 1
123 , 47 , 1
123 , 156 , 1
123 , 118 , 1
123 , 66 , 1
123 , 45 , 1
123 , 81 , 1
123 , 46 , 1
124 , 203 , 1
124 , 124 , 1
124 , 171 , 1
124 , 73 , 1
124 , 204 , 1
124 , 0 , 1
124 , 66 , 1
124 , 8 , 1
124 , 177 , 1
125 , 167 , 1
126 , 177 , 1
126 , 131 , 1
126 , 76 , 1
126 , 34 , 1
126 , 158 , 1
126 , 126 , 1
126 , 188 , 1
126 , 160 , 1
126 , 98 , 1
127 , 218 , 1
127 , 107 , 1
127 , 217 , 1
127 , 81 , 1
127 , 115 , 1
127 , 33 , 1
127 , 127 , 1
127 , 118 , 1
127 , 123 , 1
127 , 20 , 1
127 , 171 , 1
127 , 139 , 1
127 , 53 , 1
128 , 66 , 1
128 , 187 , 1
128 , 165 , 1
128 , 73 , 1
128 , 143 , 1
128 , 60 , 1
128 , 37 , 1
128 , 8 , 1
128 , 128 , 1
128 , 181 , 1
128 , 120 , 1
128 , 171 , 1
128 , 30 , 1
128 , 0 , 1
128 , 125 , 1
128 , 153 , 1
129 , 143 , 1
129 , 18 , 1
129 , 68 , 1
129 , 53 , 1
129 , 139 , 1
129 , 171 , 1
129 , 92 , 1
129 , 123 , 1
129 , 152 , 1
129 , 70 , 1
129 , 87 , 1
129 , 45 , 1
129 , 81 , 1
129 , 129 , 1
129 , 107 , 1
130 , 130 , 1
130 , 183 , 1
130 , 149 , 1
130 , 24 , 1
130 , 176 , 1
130 , 23 , 1
130 , 62 , 1
130 , 112 , 1
130 , 187 , 1
131 , 34 , 1
131 , 188 , 1
131 , 131 , 1
131 , 168 , 1
131 , 177 , 1
131 , 160 , 1
131 , 126 , 1
131 , 158 , 1
132 , 132 , 1
133 , 150 , 1
133 , 66 , 1
133 , 95 , 1
133 , 29 , 1
133 , 215 , 1
133 , 149 , 1
133 , 8 , 1
133 , 133 , 1
133 , 13 , 1
133 , 74 , 1
133 , 208 , 1
133 , 90 , 1
133 , 213 , 1
133 , 32 , 1
133 , 171 , 1
134 , 73 , 1
134 , 161 , 1
134 , 30 , 1
134 , 147 , 1
134 , 134 , 1
134 , 0 , 1
134 , 17 , 1
134 , 171 , 1
134 , 177 , 1
134 , 76 , 1
134 , 221 , 1
134 , 66 , 1
134 , 203 , 1
134 , 95 , 1
134 , 132 , 1
134 , 204 , 1
134 , 65 , 1
134 , 34 , 1
134 , 143 , 1
134 , 200 , 1
134 , 188 , 1
134 , 124 , 1
135 , 152 , 1
135 , 66 , 1
135 , 182 , 1
135 , 171 , 1
135 , 95 , 1
135 , 100 , 1
135 , 32 , 1
135 , 135 , 1
135 , 124 , 1
135 , 195 , 1
136 , 185 , 1
136 , 106 , 1
136 , 178 , 1
136 , 82 , 1
136 , 198 , 1
136 , 171 , 1
136 , 81 , 1
136 , 214 , 1
136 , 20 , 1
136 , 58 , 1
136 , 199 , 1
136 , 10 , 1
136 , 164 , 1
136 , 218 , 1
136 , 45 , 1
136 , 86 , 1
136 , 99 , 1
136 , 123 , 1
136 , 26 , 1
136 , 139 , 1
136 , 22 , 1
136 , 169 , 1
136 , 107 , 1
136 , 136 , 1
136 , 42 , 1
136 , 49 , 1
136 , 67 , 1
136 , 55 , 1
136 , 72 , 1
137 , 137 , 1
137 , 174 , 1
138 , 188 , 1
138 , 191 , 1
138 , 168 , 1
138 , 207 , 1
138 , 131 , 1
138 , 138 , 1
138 , 158 , 1
138 , 126 , 1
139 , 20 , 1
139 , 58 , 1
139 , 49 , 1
139 , 139 , 1
139 , 115 , 1
139 , 118 , 1
139 , 82 , 1
139 , 53 , 1
139 , 22 , 1
139 , 137 , 1
139 , 81 , 1
139 , 18 , 1
139 , 178 , 1
139 , 171 , 1
139 , 174 , 1
139 , 78 , 1
139 , 26 , 1
139 , 123 , 1
139 , 10 , 1
139 , 80 , 1
139 , 199 , 1
139 , 67 , 1
139 , 106 , 1
139 , 104 , 1
139 , 164 , 1
139 , 214 , 1
139 , 72 , 1
139 , 45 , 1
139 , 169 , 1
139 , 107 , 1
139 , 86 , 1
139 , 129 , 1
139 , 218 , 1
139 , 136 , 1
139 , 55 , 1
140 , 220 , 1
140 , 140 , 1
141 , 18 , 1
141 , 41 , 1
141 , 80 , 1
141 , 22 , 1
141 , 171 , 1
141 , 141 , 1
141 , 115 , 1
141 , 53 , 1
141 , 169 , 1
141 , 114 , 1
141 , 79 , 1
142 , 44 , 1
142 , 139 , 1
142 , 127 , 1
142 , 9 , 1
142 , 81 , 1
142 , 19 , 1
142 , 142 , 1
142 , 123 , 1
142 , 49 , 1
142 , 12 , 1
142 , 2 , 1
142 , 100 , 1
142 , 4 , 1
142 , 171 , 1
142 , 205 , 1
142 , 174 , 1
142 , 50 , 1
143 , 103 , 1
143 , 143 , 1
144 , 126 , 1
144 , 167 , 1
144 , 51 , 1
144 , 171 , 1
144 , 182 , 1
144 , 180 , 1
144 , 125 , 1
144 , 73 , 1
144 , 144 , 1
144 , 115 , 1
144 , 203 , 1
144 , 76 , 1
144 , 66 , 1
144 , 140 , 1
144 , 0 , 1
144 , 64 , 1
144 , 21 , 1
144 , 124 , 1
144 , 131 , 1
145 , 143 , 1
145 , 69 , 1
145 , 74 , 1
145 , 66 , 1
145 , 161 , 1
145 , 145 , 1
146 , 11 , 1
146 , 160 , 1
146 , 146 , 1
146 , 168 , 1
146 , 188 , 1
147 , 143 , 1
147 , 62 , 1
147 , 124 , 1
147 , 34 , 1
147 , 87 , 1
147 , 17 , 1
147 , 159 , 1
147 , 18 , 1
147 , 176 , 1
147 , 200 , 1
147 , 132 , 1
147 , 27 , 1
147 , 29 , 1
147 , 76 , 1
147 , 115 , 1
147 , 66 , 1
147 , 134 , 1
147 , 149 , 1
147 , 8 , 1
147 , 171 , 1
147 , 147 , 1
147 , 194 , 1
147 , 125 , 1
147 , 167 , 1
147 , 0 , 1
148 , 17 , 1
148 , 42 , 1
148 , 38 , 1
148 , 75 , 1
148 , 140 , 1
148 , 30 , 1
148 , 47 , 1
148 , 148 , 1
148 , 62 , 1
148 , 27 , 1
149 , 66 , 1
149 , 143 , 1
149 , 4 , 1
149 , 175 , 1
149 , 128 , 1
149 , 166 , 1
149 , 19 , 1
149 , 125 , 1
149 , 24 , 1
149 , 149 , 1
150 , 123 , 1
150 , 143 , 1
150 , 215 , 1
150 , 150 , 1
150 , 213 , 1
150 , 208 , 1
150 , 13 , 1
150 , 133 , 1
150 , 66 , 1
150 , 90 , 1
151 , 207 , 1
151 , 90 , 1
151 , 1 , 1
151 , 151 , 1
151 , 0 , 1
151 , 165 , 1
151 , 143 , 1
151 , 76 , 1
152 , 94 , 1
152 , 152 , 1
152 , 72 , 1
152 , 107 , 1
152 , 70 , 1
152 , 67 , 1
153 , 181 , 1
153 , 8 , 1
153 , 153 , 1
153 , 51 , 1
153 , 60 , 1
153 , 128 , 1
153 , 30 , 1
153 , 143 , 1
153 , 165 , 1
154 , 48 , 1
154 , 149 , 1
154 , 1 , 1
154 , 215 , 1
154 , 192 , 1
154 , 8 , 1
154 , 172 , 1
154 , 38 , 1
154 , 87 , 1
154 , 88 , 1
154 , 200 , 1
154 , 36 , 1
154 , 154 , 1
154 , 193 , 1
154 , 63 , 1
154 , 157 , 1
154 , 29 , 1
154 , 91 , 1
154 , 5 , 1
154 , 25 , 1
155 , 184 , 1
155 , 155 , 1
155 , 103 , 1
155 , 98 , 1
155 , 74 , 1
155 , 35 , 1
155 , 25 , 1
155 , 143 , 1
155 , 200 , 1
155 , 95 , 1
155 , 161 , 1
155 , 8 , 1
156 , 44 , 1
156 , 136 , 1
156 , 118 , 1
156 , 123 , 1
156 , 93 , 1
156 , 218 , 1
156 , 156 , 1
156 , 28 , 1
156 , 81 , 1
156 , 55 , 1
156 , 109 , 1
156 , 45 , 1
156 , 22 , 1
156 , 92 , 1
156 , 99 , 1
157 , 177 , 1
157 , 157 , 1
157 , 149 , 1
157 , 215 , 1
157 , 154 , 1
157 , 147 , 1
157 , 40 , 1
157 , 172 , 1
157 , 84 , 1
157 , 62 , 1
157 , 48 , 1
157 , 211 , 1
157 , 17 , 1
157 , 159 , 1
158 , 98 , 1
158 , 177 , 1
158 , 126 , 1
158 , 131 , 1
158 , 34 , 1
158 , 168 , 1
159 , 202 , 1
159 , 162 , 1
159 , 215 , 1
159 , 207 , 1
159 , 90 , 1
159 , 147 , 1
159 , 172 , 1
159 , 29 , 1
159 , 159 , 1
159 , 6 , 1
159 , 143 , 1
159 , 149 , 1
159 , 189 , 1
159 , 157 , 1
159 , 27 , 1
159 , 66 , 1
160 , 160 , 1
160 , 188 , 1
160 , 146 , 1
160 , 34 , 1
160 , 131 , 1
160 , 158 , 1
160 , 177 , 1
160 , 126 , 1
160 , 76 , 1
161 , 143 , 1
161 , 73 , 1
161 , 8 , 1
161 , 161 , 1
162 , 171 , 1
162 , 143 , 1
162 , 37 , 1
162 , 159 , 1
162 , 181 , 1
162 , 165 , 1
162 , 103 , 1
162 , 206 , 1
162 , 0 , 1
162 , 66 , 1
162 , 60 , 1
162 , 124 , 1
162 , 8 , 1
162 , 73 , 1
162 , 212 , 1
162 , 125 , 1
162 , 65 , 1
162 , 115 , 1
162 , 51 , 1
162 , 197 , 1
162 , 162 , 1
162 , 153 , 1
163 , 152 , 1
163 , 222 , 1
163 , 171 , 1
163 , 163 , 1
164 , 45 , 1
164 , 22 , 1
164 , 20 , 1
164 , 58 , 1
164 , 199 , 1
164 , 18 , 1
164 , 82 , 1
164 , 178 , 1
164 , 139 , 1
164 , 10 , 1
164 , 169 , 1
164 , 106 , 1
164 , 164 , 1
164 , 171 , 1
164 , 136 , 1
164 , 12 , 1
164 , 214 , 1
164 , 123 , 1
164 , 26 , 1
164 , 49 , 1
165 , 153 , 1
165 , 30 , 1
165 , 60 , 1
165 , 65 , 1
165 , 162 , 1
165 , 51 , 1
165 , 66 , 1
165 , 120 , 1
165 , 143 , 1
165 , 151 , 1
165 , 165 , 1
166 , 66 , 1
166 , 149 , 1
166 , 125 , 1
166 , 166 , 1
166 , 4 , 1
167 , 15 , 1
167 , 149 , 1
167 , 66 , 1
167 , 167 , 1
167 , 8 , 1
167 , 125 , 1
167 , 53 , 1
168 , 191 , 1
168 , 158 , 1
168 , 50 , 1
168 , 138 , 1
168 , 188 , 1
168 , 168 , 1
168 , 131 , 1
169 , 139 , 1
169 , 41 , 1
169 , 58 , 1
169 , 164 , 1
169 , 123 , 1
169 , 81 , 1
169 , 136 , 1
169 , 45 , 1
169 , 113 , 1
169 , 82 , 1
169 , 79 , 1
169 , 199 , 1
169 , 55 , 1
169 , 72 , 1
169 , 67 , 1
169 , 28 , 1
169 , 92 , 1
169 , 176 , 1
169 , 22 , 1
169 , 42 , 1
169 , 141 , 1
169 , 169 , 1
169 , 198 , 1
170 , 171 , 1
170 , 123 , 1
170 , 132 , 1
170 , 202 , 1
170 , 197 , 1
170 , 170 , 1
170 , 101 , 1
171 , 141 , 1
171 , 171 , 1
171 , 53 , 1
171 , 66 , 1
171 , 26 , 1
171 , 114 , 1
171 , 49 , 1
171 , 209 , 1
171 , 178 , 1
171 , 115 , 1
172 , 81 , 1
172 , 218 , 1
172 , 28 , 1
172 , 172 , 1
172 , 32 , 1
172 , 48 , 1
172 , 157 , 1
172 , 40 , 1
172 , 123 , 1
172 , 192 , 1
172 , 150 , 1
172 , 156 , 1
172 , 5 , 1
172 , 193 , 1
172 , 207 , 1
172 , 154 , 1
172 , 44 , 1
172 , 215 , 1
172 , 109 , 1
172 , 6 , 1
172 , 159 , 1
173 , 105 , 1
173 , 221 , 1
173 , 30 , 1
173 , 65 , 1
173 , 100 , 1
173 , 173 , 1
173 , 98 , 1
174 , 174 , 1
174 , 137 , 1
175 , 19 , 1
175 , 100 , 1
175 , 4 , 1
175 , 149 , 1
175 , 39 , 1
175 , 25 , 1
175 , 43 , 1
175 , 175 , 1
175 , 2 , 1
175 , 184 , 1
175 , 10 , 1
176 , 141 , 1
176 , 196 , 1
176 , 106 , 1
176 , 169 , 1
176 , 7 , 1
176 , 147 , 1
176 , 22 , 1
176 , 130 , 1
176 , 176 , 1
176 , 67 , 1
176 , 171 , 1
176 , 41 , 1
176 , 87 , 1
176 , 79 , 1
177 , 158 , 1
177 , 200 , 1
177 , 76 , 1
177 , 131 , 1
177 , 188 , 1
177 , 35 , 1
177 , 155 , 1
177 , 134 , 1
177 , 171 , 1
177 , 143 , 1
177 , 34 , 1
177 , 202 , 1
177 , 157 , 1
177 , 177 , 1
177 , 0 , 1
177 , 124 , 1
177 , 126 , 1
177 , 160 , 1
178 , 115 , 1
178 , 178 , 1
178 , 53 , 1
178 , 174 , 1
178 , 171 , 1
178 , 26 , 1
178 , 139 , 1
178 , 107 , 1
178 , 49 , 1
179 , 188 , 1
179 , 124 , 1
179 , 76 , 1
179 , 90 , 1
179 , 73 , 1
179 , 207 , 1
179 , 183 , 1
179 , 179 , 1
179 , 1 , 1
179 , 5 , 1
179 , 143 , 1
180 , 86 , 1
180 , 171 , 1
180 , 123 , 1
180 , 59 , 1
180 , 17 , 1
180 , 96 , 1
180 , 180 , 1
180 , 115 , 1
181 , 165 , 1
181 , 116 , 1
181 , 120 , 1
181 , 162 , 1
181 , 149 , 1
181 , 49 , 1
181 , 60 , 1
181 , 181 , 1
181 , 128 , 1
181 , 153 , 1
181 , 8 , 1
181 , 200 , 1
181 , 30 , 1
181 , 143 , 1
181 , 124 , 1
181 , 187 , 1
181 , 0 , 1
181 , 37 , 1
181 , 65 , 1
181 , 103 , 1
181 , 119 , 1
181 , 73 , 1
181 , 125 , 1
181 , 183 , 1
181 , 51 , 1
182 , 182 , 1
182 , 64 , 1
182 , 31 , 1
182 , 89 , 1
182 , 183 , 1
182 , 149 , 1
182 , 125 , 1
183 , 15 , 1
183 , 182 , 1
183 , 8 , 1
183 , 116 , 1
183 , 5 , 1
183 , 187 , 1
183 , 66 , 1
183 , 51 , 1
183 , 24 , 1
183 , 179 , 1
183 , 143 , 1
183 , 74 , 1
183 , 193 , 1
183 , 183 , 1
184 , 4 , 1
184 , 175 , 1
184 , 95 , 1
184 , 25 , 1
184 , 149 , 1
184 , 100 , 1
184 , 105 , 1
184 , 19 , 1
184 , 43 , 1
184 , 101 , 1
184 , 155 , 1
184 , 184 , 1
184 , 66 , 1
184 , 39 , 1
184 , 65 , 1
184 , 2 , 1
184 , 186 , 1
185 , 46 , 1
185 , 96 , 1
185 , 99 , 1
185 , 59 , 1
185 , 118 , 1
185 , 81 , 1
185 , 9 , 1
185 , 185 , 1
185 , 218 , 1
185 , 123 , 1
185 , 44 , 1
185 , 139 , 1
185 , 86 , 1
185 , 92 , 1
185 , 216 , 1
185 , 58 , 1
185 , 109 , 1
185 , 136 , 1
186 , 168 , 1
186 , 184 , 1
186 , 36 , 1
186 , 21 , 1
186 , 175 , 1
186 , 92 , 1
186 , 203 , 1
186 , 43 , 1
186 , 119 , 1
186 , 124 , 1
186 , 186 , 1
187 , 143 , 1
187 , 187 , 1
188 , 134 , 1
188 , 160 , 1
188 , 168 , 1
188 , 34 , 1
188 , 76 , 1
188 , 188 , 1
188 , 126 , 1
188 , 177 , 1
188 , 131 , 1
188 , 158 , 1
189 , 159 , 1
189 , 145 , 1
189 , 85 , 1
189 , 155 , 1
189 , 90 , 1
189 , 31 , 1
189 , 189 , 1
189 , 182 , 1
189 , 27 , 1
189 , 74 , 1
189 , 0 , 1
189 , 149 , 1
189 , 171 , 1
189 , 119 , 1
189 , 36 , 1
190 , 112 , 1
190 , 66 , 1
190 , 146 , 1
190 , 24 , 1
190 , 171 , 1
190 , 49 , 1
190 , 190 , 1
190 , 15 , 1
190 , 23 , 1
190 , 100 , 1
190 , 65 , 1
190 , 110 , 1
191 , 21 , 1
191 , 138 , 1
191 , 168 , 1
191 , 76 , 1
191 , 207 , 1
191 , 126 , 1
191 , 191 , 1
191 , 11 , 1
191 , 143 , 1
191 , 131 , 1
192 , 35 , 1
192 , 75 , 1
192 , 154 , 1
192 , 88 , 1
192 , 212 , 1
192 , 40 , 1
192 , 85 , 1
192 , 192 , 1
193 , 40 , 1
193 , 193 , 1
193 , 154 , 1
193 , 172 , 1
193 , 183 , 1
193 , 90 , 1
193 , 8 , 1
194 , 101 , 1
194 , 194 , 1
194 , 66 , 1
194 , 182 , 1
194 , 125 , 1
195 , 95 , 1
195 , 4 , 1
195 , 44 , 1
195 , 39 , 1
195 , 76 , 1
195 , 175 , 1
195 , 58 , 1
195 , 203 , 1
195 , 135 , 1
195 , 100 , 1
195 , 182 , 1
195 , 194 , 1
195 , 67 , 1
195 , 30 , 1
195 , 98 , 1
195 , 2 , 1
195 , 6 , 1
195 , 152 , 1
195 , 205 , 1
195 , 114 , 1
195 , 53 , 1
195 , 208 , 1
195 , 195 , 1
195 , 167 , 1
195 , 133 , 1
195 , 81 , 1
195 , 3 , 1
195 , 32 , 1
195 , 72 , 1
195 , 127 , 1
195 , 176 , 1
195 , 115 , 1
195 , 25 , 1
195 , 123 , 1
195 , 129 , 1
196 , 49 , 1
196 , 31 , 1
196 , 176 , 1
196 , 123 , 1
196 , 67 , 1
196 , 81 , 1
196 , 141 , 1
196 , 171 , 1
196 , 18 , 1
196 , 80 , 1
196 , 218 , 1
196 , 209 , 1
196 , 169 , 1
196 , 41 , 1
196 , 127 , 1
196 , 113 , 1
196 , 118 , 1
196 , 196 , 1
197 , 170 , 1
197 , 8 , 1
197 , 161 , 1
197 , 103 , 1
197 , 197 , 1
197 , 132 , 1
197 , 74 , 1
197 , 200 , 1
197 , 143 , 1
197 , 204 , 1
198 , 107 , 1
198 , 42 , 1
198 , 169 , 1
198 , 45 , 1
198 , 139 , 1
198 , 198 , 1
198 , 136 , 1
198 , 171 , 1
198 , 218 , 1
198 , 94 , 1
198 , 82 , 1
198 , 113 , 1
199 , 58 , 1
199 , 198 , 1
199 , 214 , 1
199 , 82 , 1
199 , 169 , 1
199 , 45 , 1
199 , 123 , 1
199 , 49 , 1
199 , 199 , 1
199 , 164 , 1
199 , 106 , 1
199 , 136 , 1
199 , 139 , 1
200 , 143 , 1
200 , 35 , 1
200 , 145 , 1
200 , 8 , 1
200 , 117 , 1
200 , 74 , 1
200 , 90 , 1
200 , 134 , 1
200 , 181 , 1
200 , 197 , 1
200 , 200 , 1
201 , 201 , 1
201 , 15 , 1
201 , 65 , 1
201 , 8 , 1
201 , 182 , 1
201 , 49 , 1
201 , 26 , 1
201 , 34 , 1
201 , 39 , 1
201 , 0 , 1
201 , 66 , 1
201 , 143 , 1
201 , 120 , 1
201 , 131 , 1
201 , 101 , 1
201 , 50 , 1
201 , 30 , 1
201 , 21 , 1
201 , 113 , 1
201 , 171 , 1
202 , 159 , 1
202 , 202 , 1
202 , 45 , 1
202 , 170 , 1
202 , 50 , 1
202 , 76 , 1
202 , 177 , 1
202 , 123 , 1
202 , 207 , 1
203 , 98 , 1
203 , 203 , 1
203 , 124 , 1
203 , 51 , 1
204 , 80 , 1
204 , 143 , 1
204 , 161 , 1
204 , 204 , 1
205 , 171 , 1
205 , 205 , 1
205 , 21 , 1
205 , 203 , 1
205 , 124 , 1
205 , 195 , 1
205 , 0 , 1
205 , 100 , 1
205 , 32 , 1
205 , 74 , 1
206 , 143 , 1
206 , 132 , 1
206 , 73 , 1
206 , 66 , 1
206 , 103 , 1
206 , 206 , 1
207 , 192 , 1
207 , 194 , 1
207 , 202 , 1
207 , 8 , 1
207 , 220 , 1
207 , 11 , 1
207 , 200 , 1
207 , 207 , 1
207 , 0 , 1
207 , 90 , 1
207 , 87 , 1
207 , 154 , 1
207 , 65 , 1
207 , 124 , 1
207 , 211 , 1
207 , 172 , 1
207 , 91 , 1
207 , 51 , 1
207 , 40 , 1
207 , 215 , 1
207 , 66 , 1
207 , 159 , 1
207 , 63 , 1
207 , 143 , 1
207 , 29 , 1
207 , 5 , 1
207 , 219 , 1
207 , 30 , 1
207 , 1 , 1
207 , 179 , 1
207 , 151 , 1
208 , 208 , 1
208 , 66 , 1
208 , 90 , 1
208 , 13 , 1
208 , 65 , 1
208 , 213 , 1
208 , 32 , 1
208 , 143 , 1
208 , 133 , 1
209 , 12 , 1
209 , 22 , 1
209 , 96 , 1
209 , 53 , 1
209 , 209 , 1
209 , 171 , 1
209 , 79 , 1
209 , 72 , 1
209 , 115 , 1
209 , 67 , 1
210 , 152 , 1
210 , 209 , 1
210 , 82 , 1
210 , 169 , 1
210 , 199 , 1
210 , 86 , 1
210 , 136 , 1
210 , 49 , 1
210 , 42 , 1
210 , 22 , 1
210 , 55 , 1
210 , 58 , 1
210 , 202 , 1
210 , 210 , 1
210 , 78 , 1
210 , 67 , 1
210 , 123 , 1
210 , 171 , 1
210 , 18 , 1
210 , 141 , 1
210 , 45 , 1
210 , 114 , 1
210 , 72 , 1
210 , 139 , 1
210 , 81 , 1
211 , 211 , 1
211 , 66 , 1
211 , 53 , 1
211 , 76 , 1
211 , 141 , 1
211 , 50 , 1
211 , 159 , 1
211 , 101 , 1
211 , 209 , 1
211 , 115 , 1
211 , 48 , 1
211 , 207 , 1
211 , 125 , 1
211 , 171 , 1
211 , 149 , 1
212 , 212 , 1
212 , 83 , 1
212 , 215 , 1
212 , 91 , 1
212 , 87 , 1
212 , 192 , 1
213 , 213 , 1
213 , 13 , 1
213 , 208 , 1
213 , 116 , 1
213 , 133 , 1
213 , 150 , 1
213 , 23 , 1
214 , 199 , 1
214 , 214 , 1
214 , 45 , 1
214 , 164 , 1
214 , 123 , 1
214 , 81 , 1
214 , 218 , 1
214 , 136 , 1
214 , 139 , 1
214 , 58 , 1
215 , 110 , 1
215 , 172 , 1
215 , 124 , 1
215 , 157 , 1
215 , 207 , 1
215 , 13 , 1
215 , 91 , 1
215 , 87 , 1
215 , 215 , 1
215 , 133 , 1
215 , 66 , 1
215 , 159 , 1
215 , 27 , 1
215 , 194 , 1
215 , 29 , 1
215 , 89 , 1
215 , 53 , 1
215 , 143 , 1
215 , 212 , 1
215 , 219 , 1
215 , 11 , 1
215 , 32 , 1
215 , 154 , 1
216 , 123 , 1
216 , 9 , 1
216 , 216 , 1
216 , 185 , 1
216 , 81 , 1
216 , 136 , 1
216 , 218 , 1
216 , 46 , 1
216 , 99 , 1
216 , 44 , 1
216 , 109 , 1
217 , 123 , 1
217 , 218 , 1
217 , 7 , 1
217 , 81 , 1
217 , 127 , 1
217 , 28 , 1
217 , 52 , 1
217 , 217 , 1
217 , 9 , 1
217 , 92 , 1
217 , 118 , 1
217 , 44 , 1
217 , 47 , 1
218 , 136 , 1
218 , 118 , 1
218 , 92 , 1
218 , 104 , 1
218 , 164 , 1
218 , 28 , 1
218 , 156 , 1
218 , 99 , 1
218 , 109 , 1
218 , 217 , 1
218 , 46 , 1
218 , 9 , 1
218 , 52 , 1
218 , 58 , 1
218 , 196 , 1
218 , 216 , 1
218 , 45 , 1
218 , 78 , 1
218 , 49 , 1
218 , 127 , 1
218 , 10 , 1
218 , 171 , 1
218 , 55 , 1
218 , 26 , 1
218 , 139 , 1
218 , 44 , 1
218 , 218 , 1
218 , 123 , 1
218 , 214 , 1
218 , 185 , 1
218 , 22 , 1
218 , 81 , 1
219 , 219 , 1
219 , 220 , 1
219 , 159 , 1
219 , 143 , 1
219 , 29 , 1
219 , 90 , 1
219 , 215 , 1
219 , 207 , 1
220 , 220 , 1
220 , 207 , 1
220 , 83 , 1
220 , 143 , 1
220 , 140 , 1
220 , 219 , 1
221 , 173 , 1
221 , 100 , 1
221 , 143 , 1
221 , 105 , 1
221 , 103 , 1
221 , 65 , 1
221 , 221 , 1
221 , 30 , 1
